year,make,model,trim,body,transmission,state,odometer,color,sellingprice,odometer_custom
2014,Ford,F-150,XL,cab,automatic,fl,14222.0,white,17800.0,0-20k
2015,Ford,Taurus,Limited,sedan,automatic,mn,35441.0,—,21400.0,20k-40k
2012,Mazda,Mazdaspeed3,Touring,hatchback,manual,pa,49287.0,gray,13700.0,40k-60k
2014,Kia,Rio,LX,sedan,automatic,pr,1.0,red,2100.0,0-20k
2013,Ford,E-Series Van,E-150,van,automatic,az,67990.0,white,13700.0,60k-80k
2010,Ford,F-150,XLT,supercrew,automatic,ca,149807.0,white,10000.0,More than 100k
2012,Jeep,Grand Cherokee,Laredo,suv,automatic,pa,17767.0,gray,25000.0,0-20k
2014,Nissan,Altima,2.5 S,sedan,automatic,tn,25730.0,gray,14600.0,20k-40k
2013,Hyundai,Sonata Hybrid,Base,sedan,automatic,fl,40059.0,silver,12400.0,40k-60k
2012,Infiniti,M,M37x,sedan,automatic,mo,38287.0,black,25800.0,20k-40k
2014,Toyota,Camry,SE,sedan,automatic,fl,1487.0,silver,22600.0,0-20k
2013,Hyundai,Genesis Coupe,2.0T,coupe,automatic,tx,19317.0,white,20500.0,0-20k
2014,Dodge,Avenger,SE,sedan,automatic,md,26209.0,black,11000.0,20k-40k
2010,Toyota,Corolla,S,sedan,automatic,tx,42361.0,black,10300.0,40k-60k
2013,Hyundai,Sonata Hybrid,Base,sedan,automatic,fl,45864.0,silver,12300.0,40k-60k
2013,Ford,E-Series Van,E-150,van,,ca,8560.0,white,20100.0,0-20k
2013,Ford,Explorer,Limited,suv,automatic,ca,41580.0,white,25500.0,40k-60k
2012,Cadillac,CTS,Base,sedan,automatic,nc,48964.0,black,19500.0,40k-60k
2014,Chevrolet,Cruze,LTZ,sedan,automatic,tx,25106.0,blue,14900.0,20k-40k
2012,Toyota,Tundra,Tundra,cab,automatic,fl,23217.0,black,25600.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,,pa,28888.0,silver,11300.0,20k-40k
2014,Infiniti,QX70,Base,suv,automatic,tn,31943.0,white,32300.0,20k-40k
2014,Jeep,Compass,Limited,suv,automatic,mi,33899.0,gray,17000.0,20k-40k
2014,Dodge,Grand Caravan,SXT,van,automatic,il,12858.0,white,17600.0,0-20k
2011,Chevrolet,Equinox,LS,suv,automatic,mi,89337.0,white,9600.0,80k-100k
2013,Volkswagen,Beetle,2.5L PZEV,hatchback,automatic,az,32838.0,white,12400.0,20k-40k
2012,BMW,X5,xDrive35d,suv,automatic,fl,33873.0,black,33000.0,20k-40k
2013,Chevrolet,Sonic,LT,sedan,automatic,ca,58302.0,blue,8900.0,40k-60k
2013,Ram,1500,SLT,cab,,mi,22752.0,black,22800.0,20k-40k
2011,Chevrolet,Equinox,LT2,suv,automatic,ne,39641.0,silver,16400.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,tn,49097.0,black,12000.0,40k-60k
2012,Nissan,Altima,2.5 S,sedan,automatic,fl,40607.0,gray,12200.0,40k-60k
2012,Dodge,Grand Caravan,American Value Package,van,automatic,nc,81697.0,silver,8400.0,80k-100k
2013,Chevrolet,Malibu,LT,sedan,automatic,mi,21526.0,silver,14100.0,20k-40k
2011,Mazda,Mazda3,i Touring,sedan,manual,nj,35085.0,black,10400.0,20k-40k
2012,Ford,F-150,XLT,cab,automatic,mi,51566.0,black,21000.0,40k-60k
2012,Honda,Accord,LX,sedan,automatic,pa,37639.0,blue,12400.0,20k-40k
2013,Ford,Explorer,Base,suv,automatic,il,10908.0,red,25800.0,0-20k
2014,GMC,Savana Cargo,2500,van,automatic,ca,8365.0,white,20500.0,0-20k
2010,Cadillac,CTS,Premium,sedan,automatic,ga,57104.0,beige,18000.0,40k-60k
2013,Volkswagen,Jetta,SE PZEV,sedan,automatic,ca,39756.0,black,11600.0,20k-40k
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,,fl,33366.0,white,19800.0,20k-40k
2014,Ford,F-150,Lariat,supercrew,automatic,ga,13565.0,black,36400.0,0-20k
2012,Lexus,ES 350,Base,sedan,automatic,fl,27118.0,off-white,25300.0,20k-40k
2014,Jeep,Compass,Sport,suv,automatic,nv,18095.0,red,15100.0,0-20k
2014,Dodge,Grand Caravan,R/T,van,automatic,wa,38934.0,black,19300.0,20k-40k
2012,Toyota,Corolla,LE,sedan,automatic,ga,17493.0,blue,11800.0,0-20k
2013,Ford,Edge,SEL,suv,automatic,nj,23153.0,gray,23800.0,20k-40k
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,nv,27280.0,gray,21750.0,20k-40k
2012,Buick,Enclave,Premium Group,suv,automatic,fl,65408.0,white,23500.0,60k-80k
2012,Toyota,RAV4,Base,suv,automatic,fl,21481.0,black,15700.0,20k-40k
2013,Ford,Escape,SE,suv,automatic,mi,38255.0,green,13900.0,20k-40k
2011,Ford,Fusion,SE,sedan,automatic,ca,82942.0,white,8300.0,80k-100k
2014,Hyundai,Accent,GLS,sedan,automatic,pr,5215.0,black,11400.0,0-20k
2010,Chevrolet,Cobalt,LT,coupe,automatic,fl,57861.0,red,6200.0,40k-60k
2012,Lexus,RX 350,Base,suv,automatic,oh,16952.0,black,29300.0,0-20k
2012,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,20155.0,black,20000.0,20k-40k
2012,Nissan,Sentra,2,sedan,automatic,ca,71281.0,silver,9100.0,60k-80k
2013,Ford,Escape,SE,suv,automatic,mo,21264.0,white,17300.0,20k-40k
2013,Dodge,Avenger,SXT,sedan,automatic,in,52617.0,white,10200.0,40k-60k
2012,BMW,5 Series,528i xDrive,sedan,automatic,wa,30757.0,gray,24500.0,20k-40k
2012,Ford,Flex,SEL,wagon,automatic,ny,29464.0,blue,20700.0,20k-40k
2012,GMC,Acadia,Denali,suv,automatic,fl,65337.0,silver,25000.0,60k-80k
2015,Kia,Forte,LX,sedan,automatic,fl,15797.0,black,12200.0,0-20k
2013,Ford,Fusion,S,sedan,automatic,tn,36696.0,red,12700.0,20k-40k
2013,Ford,Focus,SE,hatchback,automatic,tn,16732.0,—,13200.0,0-20k
2012,Lexus,ES 350,Base,sedan,automatic,il,26042.0,white,22500.0,20k-40k
2012,Ford,Escape,XLT,suv,automatic,md,39303.0,gray,16200.0,20k-40k
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,,tn,30833.0,white,22500.0,20k-40k
2010,Honda,Accord,EX,coupe,automatic,nv,33824.0,blue,11300.0,20k-40k
2014,Dodge,Avenger,SE,sedan,automatic,ca,7902.0,white,12750.0,0-20k
2010,Scion,xB,Base,wagon,,pa,16963.0,purple,12600.0,0-20k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,il,48261.0,white,16800.0,40k-60k
2013,Infiniti,G Sedan,G37x,sedan,automatic,il,24152.0,gray,22500.0,20k-40k
2014,Kia,Optima,LX,sedan,automatic,fl,12129.0,white,14900.0,0-20k
2011,Dodge,Grand Caravan,Crew,van,automatic,ca,58436.0,gray,12500.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,ma,45494.0,silver,10800.0,40k-60k
2010,Mercedes-Benz,M-Class,ML350 BlueTEC,suv,,pa,133661.0,black,16700.0,More than 100k
2012,Kia,Optima,EX,sedan,automatic,fl,29807.0,red,15000.0,20k-40k
2013,Ford,Focus,SE,hatchback,automatic,mi,57287.0,gray,8900.0,40k-60k
2013,Ford,Fusion,Titanium,sedan,automatic,nj,57900.0,burgundy,15200.0,40k-60k
2013,Ford,Escape,SE,suv,automatic,il,21801.0,gray,16600.0,20k-40k
2014,Toyota,Tundra,1794 FFV,cab,automatic,nv,19065.0,gray,41000.0,0-20k
2013,Ford,Fusion,Titanium,sedan,automatic,il,23640.0,burgundy,10900.0,20k-40k
2013,Ford,Explorer,XLT,suv,automatic,tn,22812.0,—,25600.0,20k-40k
2014,BMW,X3,xDrive35i,suv,automatic,nv,10730.0,white,43000.0,0-20k
2013,Nissan,Maxima,3.5 SV,sedan,automatic,tx,56338.0,white,13500.0,40k-60k
2014,Ford,Focus,SE,hatchback,automatic,mo,35213.0,black,12900.0,20k-40k
2013,Hyundai,Accent,GLS,sedan,automatic,ca,56970.0,blue,9100.0,40k-60k
2012,Honda,Accord,LX,sedan,automatic,il,46891.0,black,11500.0,40k-60k
2013,Chevrolet,Silverado 3500HD,Work Truck,cab,automatic,ga,44656.0,white,39500.0,40k-60k
2014,Subaru,Outback,2.5i Limited,wagon,automatic,il,22307.0,white,22300.0,20k-40k
2012,Hyundai,Accent,SE,hatchback,automatic,ny,50922.0,blue,5500.0,40k-60k
2012,Ford,Escape,XLT,suv,automatic,pa,36552.0,blue,14100.0,20k-40k
2012,Nissan,Rogue,S,suv,automatic,nj,17948.0,gray,13000.0,0-20k
2012,Dodge,Caliber,SXT,wagon,automatic,ga,68938.0,black,3100.0,60k-80k
2014,Ford,E-Series Van,E-150,van,automatic,mi,6581.0,white,20900.0,0-20k
2014,Kia,Sorento,LX,suv,automatic,tn,57868.0,silver,9700.0,40k-60k
2014,Ford,Focus,SE,hatchback,automatic,mn,36389.0,red,11600.0,20k-40k
2012,Lexus,RX 350,Base,suv,automatic,wi,52904.0,black,23800.0,40k-60k
2012,Lexus,ES 350,Base,sedan,automatic,fl,23419.0,gray,23000.0,20k-40k
2011,Ford,F-150,Platinum,supercrew,automatic,tn,42164.0,—,32300.0,40k-60k
2011,Honda,Pilot,EX-L,suv,automatic,nj,43598.0,silver,20000.0,40k-60k
2012,Nissan,Altima,2.5 S,sedan,automatic,md,31903.0,blue,8900.0,20k-40k
2014,Ford,F-150,XL,cab,automatic,tn,19316.0,—,16900.0,0-20k
2014,Dodge,Challenger,SXT,coupe,automatic,ca,10395.0,white,14300.0,0-20k
2014,Porsche,Cayman,S,coupe,manual,fl,29874.0,brown,52000.0,20k-40k
2013,Toyota,Corolla,LE,sedan,automatic,mo,45997.0,red,11100.0,40k-60k
2012,Toyota,Camry,SE,sedan,automatic,oh,42897.0,gray,13300.0,40k-60k
2014,Chevrolet,Equinox,LT,suv,automatic,va,4335.0,burgundy,22800.0,0-20k
2013,GMC,Sierra 1500,SLT,cab,automatic,tx,98118.0,burgundy,27600.0,80k-100k
2012,Kia,Sportage,LX,suv,automatic,fl,173255.0,gray,10950.0,More than 100k
2012,Infiniti,G Coupe,G37x,coupe,automatic,il,44640.0,gray,20300.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,oh,43852.0,red,12500.0,40k-60k
2013,Ford,Escape,SEL,suv,automatic,mi,26850.0,gray,20600.0,20k-40k
2012,Infiniti,G Sedan,G37x,sedan,automatic,tx,41868.0,gray,19600.0,40k-60k
2010,Honda,Accord,LX-S,coupe,automatic,pr,33705.0,gray,11900.0,20k-40k
2013,Ford,Explorer,Limited,suv,automatic,fl,13128.0,—,26000.0,0-20k
2012,Cadillac,SRX,Luxury,suv,automatic,fl,42921.0,silver,22500.0,40k-60k
2014,GMC,Savana Cargo,2500,van,automatic,wa,8449.0,white,19400.0,0-20k
2013,Mazda,Mazda2,Touring,hatchback,automatic,ga,44504.0,gray,5000.0,40k-60k
2013,Ford,Fusion,Titanium,sedan,automatic,il,19514.0,black,21100.0,0-20k
2012,Infiniti,G Sedan,G37 Journey,sedan,automatic,ca,48771.0,black,20500.0,40k-60k
2011,Nissan,Rogue,S,suv,automatic,nj,38935.0,silver,12700.0,20k-40k
2013,Ford,Escape,SEL,suv,,pa,49908.0,gray,17100.0,40k-60k
2012,Volkswagen,Jetta,Base,sedan,automatic,ca,44105.0,gray,8250.0,40k-60k
2011,Infiniti,G Sedan,G37x,sedan,automatic,nj,49387.0,gray,19000.0,40k-60k
2013,Lexus,ES 350,Base,sedan,automatic,fl,11483.0,red,29000.0,0-20k
2014,Lincoln,MKT,Base,wagon,automatic,tn,24777.0,—,32900.0,20k-40k
2011,Dodge,Avenger,Express,sedan,automatic,tn,63144.0,silver,9200.0,60k-80k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,fl,39226.0,black,15000.0,20k-40k
2012,Buick,Enclave,Leather Group,suv,automatic,tx,35328.0,burgundy,25000.0,20k-40k
2010,Dodge,Ram Pickup 1500,Laramie,cab,manual,pa,114989.0,brown,14000.0,More than 100k
2012,Honda,Pilot,EX-L,suv,automatic,nj,82766.0,black,18500.0,80k-100k
2011,Dodge,Grand Caravan,Express,van,automatic,pa,112682.0,blue,6000.0,More than 100k
2014,Dodge,Challenger,SXT,coupe,,on,4005.0,black,25500.0,0-20k
2010,Dodge,Challenger,SE,coupe,automatic,mi,74645.0,blue,11600.0,60k-80k
2011,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,van,automatic,oh,36399.0,—,18200.0,20k-40k
2013,Infiniti,G Sedan,G37 Journey,sedan,automatic,ca,13090.0,white,22500.0,0-20k
2014,Ford,Fusion,SE,sedan,automatic,tn,21285.0,silver,14500.0,20k-40k
2014,Nissan,Versa,1.6 SV,sedan,automatic,ca,6859.0,white,11600.0,0-20k
2010,Ford,F-150,XLT,cab,automatic,nc,163319.0,white,7400.0,More than 100k
2015,Toyota,Corolla,LE,sedan,automatic,ga,4963.0,white,14800.0,0-20k
2011,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,hi,26415.0,—,18750.0,20k-40k
2012,Toyota,Highlander,SE,suv,automatic,wa,38301.0,black,19000.0,20k-40k
2012,BMW,3 Series,328i,sedan,automatic,ca,17066.0,black,23000.0,0-20k
2013,Nissan,Leaf,SV,hatchback,automatic,il,12042.0,white,12600.0,0-20k
2011,Chevrolet,Impala,LT Fleet,sedan,automatic,mo,81851.0,silver,8500.0,80k-100k
2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,,co,41922.0,white,23000.0,40k-60k
2011,Dodge,Challenger,Base,coupe,automatic,ca,34601.0,silver,14600.0,20k-40k
2013,Ford,Transit Connect,Cargo Van XLT,van,automatic,wa,12706.0,white,18900.0,0-20k
2013,Nissan,Sentra,SV,sedan,automatic,nc,18225.0,white,11400.0,0-20k
2011,Chevrolet,Silverado 1500,LT,cab,automatic,tn,91983.0,silver,17900.0,80k-100k
2011,Ford,Escape,XLT,suv,automatic,ut,93189.0,blue,2000.0,80k-100k
2010,Volvo,S40,2.4i,sedan,automatic,ga,85068.0,white,8000.0,80k-100k
2014,Chevrolet,Impala Limited,LTZ Fleet,sedan,automatic,fl,19981.0,black,14600.0,0-20k
2010,Ford,F-150,XL,cab,automatic,oh,35199.0,black,15500.0,20k-40k
2013,Toyota,Corolla,S,sedan,automatic,ma,3261.0,silver,13900.0,0-20k
2012,Hyundai,Accent,GLS,sedan,automatic,fl,35925.0,white,9700.0,20k-40k
2011,Ford,Transit Connect,Cargo Van XLT,van,,nc,111623.0,white,7800.0,More than 100k
2013,Ford,Fusion,SE,sedan,automatic,co,49428.0,silver,12100.0,40k-60k
2013,Ford,Fusion,SE,sedan,automatic,mi,35956.0,blue,15500.0,20k-40k
2010,Subaru,Impreza,2.5i Premium,sedan,manual,va,51990.0,blue,10000.0,40k-60k
2012,Scion,tC,Base,hatchback,automatic,nj,27581.0,gray,9600.0,20k-40k
2013,Nissan,Rogue,SV,suv,automatic,il,24118.0,white,14400.0,20k-40k
2011,Lexus,ES 350,Base,sedan,automatic,fl,38283.0,—,17700.0,20k-40k
2013,Infiniti,G Sedan,G37x,sedan,automatic,ga,13895.0,black,22600.0,0-20k
2011,Mazda,Mazda6,i Grand Touring,sedan,automatic,tn,45591.0,white,12500.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,ga,54985.0,silver,12300.0,40k-60k
2014,Chrysler,Town and Country,Touring,van,,va,16426.0,white,19900.0,0-20k
2010,Mazda,CX-9,Touring,suv,,fl,47165.0,gray,18500.0,40k-60k
2012,Nissan,Altima,2.5,sedan,,pa,4983.0,beige,13100.0,0-20k
2013,Ford,F-150,FX2,supercrew,automatic,ca,32445.0,black,29500.0,20k-40k
2013,Dodge,Charger,SE,sedan,automatic,nc,43128.0,gray,15500.0,40k-60k
2010,Chevrolet,Express,LS 3500,van,automatic,va,26760.0,white,16800.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,nj,62247.0,burgundy,10201.0,60k-80k
2013,Hyundai,Veloster,Base,hatchback,automatic,il,14918.0,black,14400.0,0-20k
2011,Nissan,Altima,2.5 S,sedan,automatic,tx,45129.0,blue,10900.0,40k-60k
2011,Mercedes-Benz,M-Class,ML350 4MATIC,suv,automatic,wi,48165.0,gray,24500.0,40k-60k
2012,Ford,Fusion,SEL,sedan,automatic,il,65744.0,white,10300.0,60k-80k
2010,Chevrolet,Impala,LT,sedan,automatic,tx,110213.0,gray,5900.0,More than 100k
2011,BMW,X3,xDrive28i,suv,automatic,ca,49911.0,white,24000.0,40k-60k
2014,Ford,Fiesta,Titanium,hatchback,,qc,23361.0,black,13800.0,20k-40k
2011,Chevrolet,HHR,LS,wagon,automatic,fl,107754.0,silver,4500.0,More than 100k
2013,Jeep,Grand Cherokee,Laredo,suv,automatic,ga,20160.0,black,25000.0,20k-40k
2011,Toyota,RAV4,Limited,suv,automatic,pa,33047.0,brown,19000.0,20k-40k
2013,Toyota,Camry,LE,sedan,automatic,ca,37218.0,black,12800.0,20k-40k
2014,Ford,E-Series Van,E-250,van,automatic,mn,1310.0,white,23500.0,0-20k
2014,Nissan,Altima,2.5 S,sedan,automatic,tx,8321.0,gray,4700.0,0-20k
2013,Chevrolet,Silverado 1500,LT,cab,automatic,tx,31568.0,burgundy,25500.0,20k-40k
2014,Chrysler,Town and Country,Touring,van,automatic,pa,18989.0,gray,19700.0,0-20k
2010,Jeep,Wrangler,Sahara,suv,automatic,ga,54636.0,silver,19800.0,40k-60k
2012,Jeep,Patriot,Latitude,suv,automatic,nj,65821.0,white,11500.0,60k-80k
2011,Ford,F-150,XLT,cab,automatic,ga,134164.0,silver,13100.0,More than 100k
2013,Ford,Edge,SEL,suv,automatic,il,16871.0,silver,23600.0,0-20k
2012,Ford,Fusion,SE,sedan,automatic,pa,32022.0,gray,11900.0,20k-40k
2011,Ford,Edge,Limited,suv,automatic,mo,147975.0,silver,12700.0,More than 100k
2015,Kia,Soul,+,wagon,automatic,co,10446.0,gray,14300.0,0-20k
2013,Mercedes-Benz,GLK-Class,GLK350,suv,automatic,ca,20350.0,black,29500.0,20k-40k
2013,Hyundai,Sonata,GLS,sedan,automatic,fl,34157.0,red,13100.0,20k-40k
2011,Toyota,4Runner,SR5,suv,automatic,mi,72625.0,black,24500.0,60k-80k
2012,Chevrolet,Equinox,LS,suv,automatic,oh,23358.0,gray,15500.0,20k-40k
2014,Ford,Edge,Limited,suv,automatic,ga,27775.0,white,23900.0,20k-40k
2013,Lincoln,MKZ,Base,sedan,automatic,il,25735.0,red,21000.0,20k-40k
2012,Nissan,Sentra,2,sedan,automatic,oh,46918.0,gray,8600.0,40k-60k
2015,Chevrolet,Tahoe,LT,suv,automatic,tx,10403.0,black,38700.0,0-20k
2012,Buick,Regal,Premium 1,sedan,automatic,fl,65758.0,silver,11500.0,60k-80k
2012,Infiniti,M,M35h,sedan,automatic,ca,71162.0,—,21000.0,60k-80k
2013,Hyundai,Sonata,GLS,sedan,automatic,ca,34584.0,blue,9100.0,20k-40k
2012,BMW,5 Series Gran Turismo,535i,hatchback,automatic,ca,51450.0,white,30700.0,40k-60k
2010,Ford,F-150,XLT,supercrew,automatic,ca,177143.0,gray,10100.0,More than 100k
2012,Nissan,Leaf,SL,hatchback,automatic,mo,15940.0,black,8200.0,0-20k
2012,Toyota,Highlander,Limited,suv,automatic,tn,23696.0,silver,30000.0,20k-40k
2014,Ford,Fusion,Titanium,sedan,automatic,ga,23556.0,red,18500.0,20k-40k
2013,Nissan,Cube,1.8 SL,wagon,automatic,tn,33187.0,—,11400.0,20k-40k
2014,Ford,F-150,XLT,cab,automatic,pa,19771.0,gray,31200.0,0-20k
2012,Volvo,S60,T5,sedan,automatic,tn,10064.0,silver,16500.0,0-20k
2014,Subaru,Outback,2.5i Premium PZEV,wagon,automatic,fl,14134.0,blue,22100.0,0-20k
2013,Hyundai,Sonata,GLS,sedan,automatic,oh,35020.0,silver,12200.0,20k-40k
2012,BMW,5 Series,528i xDrive,sedan,automatic,wi,45218.0,black,24500.0,40k-60k
2013,Ford,Edge,SE,suv,automatic,ca,21080.0,white,17700.0,20k-40k
2013,Dodge,Grand Caravan,SXT,van,automatic,fl,67347.0,red,11800.0,60k-80k
2012,Honda,Civic,LX,sedan,automatic,ga,37515.0,gray,10800.0,20k-40k
2013,Nissan,Sentra,SV,sedan,,tn,31979.0,burgundy,10700.0,20k-40k
2014,Jeep,Wrangler,Unlimited Sahara,suv,automatic,fl,17951.0,black,30000.0,0-20k
2012,GMC,Savana Cargo,1500,van,automatic,ut,5971.0,white,22900.0,0-20k
2012,Dodge,Durango,SXT,suv,automatic,ga,44735.0,black,19900.0,40k-60k
2013,Dodge,Grand Caravan,SXT,van,automatic,sc,68267.0,blue,11600.0,60k-80k
2014,Toyota,Camry,SE,sedan,automatic,pa,6001.0,gray,11800.0,0-20k
2013,Ford,Explorer,Limited,suv,automatic,mo,41996.0,—,27700.0,40k-60k
2011,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,nv,30600.0,silver,19750.0,20k-40k
2011,Ford,Ranger,SPORT,cab,manual,wa,30642.0,gray,13000.0,20k-40k
2013,Chevrolet,Equinox,LTZ,suv,,tx,58565.0,blue,15600.0,40k-60k
2012,Volkswagen,Passat,S,sedan,automatic,md,62216.0,silver,8700.0,60k-80k
2014,Chrysler,Town and Country,Touring,van,,on,24714.0,gray,25500.0,20k-40k
2012,Lexus,RX 350,Base,suv,automatic,tn,35054.0,black,28600.0,20k-40k
2010,Chevrolet,Equinox,LS,suv,automatic,mi,100090.0,blue,8700.0,More than 100k
2012,Hyundai,Veloster,Base,hatchback,,pa,39047.0,red,12800.0,20k-40k
2014,Hyundai,Sonata,GLS,sedan,automatic,va,28756.0,red,10000.0,20k-40k
2011,Ford,Fiesta,SE,hatchback,automatic,nj,37707.0,gray,8500.0,20k-40k
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,ca,63705.0,silver,8700.0,60k-80k
2011,BMW,3 Series,328i,sedan,automatic,nv,17241.0,black,19000.0,0-20k
2011,Toyota,Corolla,S,sedan,automatic,pa,75971.0,gray,10600.0,60k-80k
2013,Toyota,Highlander,Plus,suv,automatic,oh,35674.0,green,24600.0,20k-40k
2012,Ford,Fusion,SE,sedan,automatic,fl,19755.0,black,13200.0,0-20k
2013,Nissan,Rogue,SV,suv,automatic,il,53230.0,white,13500.0,40k-60k
2014,Kia,Sorento,LX,suv,automatic,nv,18577.0,silver,19100.0,0-20k
2012,Ford,Fusion,S,sedan,automatic,tx,85458.0,white,9800.0,80k-100k
2012,Ford,Escape,XLT,suv,automatic,tx,87971.0,white,8000.0,80k-100k
2012,Kia,Optima,LX,sedan,automatic,tx,38622.0,silver,11900.0,20k-40k
2010,Honda,Accord,LX,sedan,automatic,nc,69201.0,blue,8600.0,60k-80k
2012,BMW,5 Series,535i,sedan,automatic,ca,21188.0,gray,31250.0,20k-40k
2014,Dodge,Durango,Limited,suv,automatic,il,21891.0,red,32000.0,20k-40k
2014,Chrysler,200,Touring,sedan,automatic,mi,45931.0,silver,9400.0,40k-60k
2013,Mitsubishi,Lancer,ES,sedan,automatic,fl,25202.0,black,9700.0,20k-40k
2014,Ford,Fusion,SE,sedan,automatic,mo,37460.0,silver,14600.0,20k-40k
2014,Kia,Soul,+,wagon,,ga,12908.0,red,14000.0,0-20k
2013,Mazda,Mazda2,Touring,hatchback,automatic,tn,37044.0,gray,9200.0,20k-40k
2012,Honda,Odyssey,Touring,van,,pa,25059.0,gray,27250.0,20k-40k
2013,Lexus,ES 350,Base,sedan,automatic,nc,23513.0,red,30100.0,20k-40k
2014,Ford,F-150,XL,cab,,mo,10554.0,white,18600.0,0-20k
2012,Ram,1500,Sport,cab,automatic,tn,36936.0,burgundy,22500.0,20k-40k
2014,Ford,F-150,Lariat,supercrew,automatic,fl,18245.0,—,34000.0,0-20k
2011,Honda,CR-V,EX-L,suv,automatic,oh,31825.0,black,15800.0,20k-40k
2014,Lexus,GX 460,Base,suv,automatic,fl,10310.0,white,45000.0,0-20k
2013,Kia,Forte,EX,sedan,automatic,mi,36275.0,brown,9200.0,20k-40k
2015,Dodge,Dart,SXT,sedan,automatic,ca,7781.0,silver,7300.0,0-20k
2013,Scion,tC,Base,hatchback,automatic,ca,29952.0,burgundy,14100.0,20k-40k
2013,Honda,Accord,LX-S,coupe,manual,ga,21818.0,black,15600.0,20k-40k
2013,Volkswagen,Passat,SE PZEV,sedan,automatic,md,61035.0,burgundy,9300.0,60k-80k
2014,Chrysler,Town and Country,Touring,van,automatic,pa,15796.0,blue,19800.0,0-20k
2014,Dodge,Charger,SXT,sedan,automatic,tx,44262.0,gray,17400.0,40k-60k
2014,Dodge,Charger,SXT,sedan,automatic,pa,27117.0,gray,18200.0,20k-40k
2014,Nissan,Versa,1.6 SV,sedan,automatic,nv,25562.0,gray,9900.0,20k-40k
2011,Toyota,Prius,Three,hatchback,automatic,ca,26769.0,red,15300.0,20k-40k
2014,Dodge,Avenger,SE,sedan,automatic,tn,38852.0,white,11100.0,20k-40k
2014,Toyota,Camry,SE,sedan,,co,10871.0,black,16800.0,0-20k
2011,Chrysler,300,C,sedan,,pa,75022.0,silver,16300.0,60k-80k
2015,Chevrolet,Equinox,LS,suv,automatic,mi,10972.0,black,19100.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,il,36736.0,brown,13400.0,20k-40k
2011,Ram,1500,Laramie,cab,automatic,ca,72735.0,blue,14400.0,60k-80k
2013,Ford,Edge,SE,suv,automatic,tx,81336.0,white,12500.0,80k-100k
2012,Jeep,Grand Cherokee,Limited,suv,automatic,mi,29915.0,gray,28600.0,20k-40k
2012,Dodge,Grand Caravan,SXT,van,automatic,pa,81373.0,white,9800.0,80k-100k
2013,Volvo,S60,T5,sedan,,pa,29621.0,white,16500.0,20k-40k
2012,Mazda,Mazda3,i Touring,sedan,automatic,ny,22985.0,gray,12300.0,20k-40k
2014,Dodge,Grand Caravan,SE,van,automatic,fl,12892.0,blue,13000.0,0-20k
2012,MINI,Cooper,Base,hatchback,automatic,ca,12519.0,—,14500.0,0-20k
2012,Ford,Focus,SE,hatchback,automatic,il,23340.0,red,11700.0,20k-40k
2010,Mazda,Mazda3,i SV,sedan,,ga,93539.0,gray,6700.0,80k-100k
2013,Hyundai,Elantra,GLS,sedan,automatic,ga,59671.0,silver,8900.0,40k-60k
2012,FIAT,500,C Lounge,convertible,automatic,tn,55832.0,—,10700.0,40k-60k
2012,Nissan,Murano,S,suv,automatic,nj,12707.0,blue,19500.0,0-20k
2014,Dodge,Charger,R/T,sedan,automatic,pa,5044.0,silver,25200.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,il,49452.0,black,11100.0,40k-60k
2011,BMW,X6,xDrive35i,suv,automatic,ca,41245.0,white,33800.0,40k-60k
2013,Ford,Explorer,XLT,suv,automatic,tn,18338.0,gray,11500.0,0-20k
2013,Volkswagen,Beetle,2.5L PZEV,hatchback,automatic,tx,32274.0,red,12000.0,20k-40k
2014,Dodge,Journey,SE,suv,automatic,mo,29800.0,black,14300.0,20k-40k
2012,Ram,3500,ST,cab,manual,ca,30417.0,white,38500.0,20k-40k
2013,Hyundai,Elantra,Limited,sedan,automatic,fl,21940.0,gray,14500.0,20k-40k
2014,Chevrolet,Malibu,LT,sedan,automatic,fl,23043.0,silver,13800.0,20k-40k
2014,Ford,Expedition,EL King Ranch,suv,automatic,tn,38237.0,—,33300.0,20k-40k
2012,Audi,Q7,3.0T Premium quattro,suv,automatic,fl,50997.0,white,35000.0,40k-60k
